index,GeoID,Percent_Change_Income,Percent_Change_Home,Percent_Change_Education,Percent_Change_Race,eligible,label
0,geoId/47037011800,65.35641393907325,91.05621805792164,68.96893667861409,-13.057820164419157,1,1
1,geoId/47037015623,1.088139281828074,20.37974683544304,11.109573283348844,-39.465801590777076,0,0
2,geoId/47037018700,20.89452076425075,26.87028140013727,3.9080371529771263,5.687230363371314,0,0
3,geoId/47037018803,23.469098821180012,20.637958532695375,14.960579836556873,-13.885588875801828,0,0
4,geoId/47037015617,-1.3560193441622082,29.547259729944404,16.719217590000664,6.164154015098434,0,0
5,geoId/47037015622,28.493019753229447,31.490514905149052,7.736264546186204,55.10206906575404,0,0
6,geoId/47037015803,68.025217545729,55.89473684210526,16.514908092195018,-5.893115073671451,1,0
7,geoId/47037017402,8.995545715716508,71.76923076923077,97.54736817675457,-47.40919038450893,1,1
8,geoId/47037011100,70.79120398879641,90.27946537059537,66.17292556415966,-71.12629689041398,0,0
9,geoId/47037016300,116.02624179943768,212.32458816351433,104.4391591061828,-21.003951149425298,0,0
10,geoId/47037018302,14.773307980272149,17.946542214679678,20.750710944612972,-17.06936951495413,0,0
11,geoId/47037013400,14.203391180805438,77.03703703703704,7.898635477582842,85.83966244725738,0,0
12,geoId/47037015613,24.441506939854595,26.08340147179068,25.946570762714487,-11.048658222869863,1,0
13,geoId/47037016000,162.07067137809187,55.752961082910325,212.57452574525746,-42.847672575299036,1,1
14,geoId/47037018203,80.31247379747897,29.781641730691465,39.78288633461048,14.85294117647058,0,0
15,geoId/47037018905,61.290080723764774,31.688914683691237,68.82881892310677,-15.75813571501899,0,0
16,geoId/47037015700,26.114305038890766,24.07894736842105,-22.77567846100996,-38.12456873807687,0,0
17,geoId/47037018602,30.355202790137636,20.20185837872477,9.339026844893258,-9.047980685714393,0,0
18,geoId/47037010401,29.42729867427779,61.10645431684828,-8.905784072603433,49.15797705383632,1,0
19,geoId/47037010402,66.6160611454298,14.738805970149254,148.8187178313564,56.36970592528754,1,0
20,geoId/47037010702,10.403512439891282,40.737564322469986,40.08197605436309,19.679303387490705,1,0
21,geoId/47037013601,29.510718062097475,74.85822306238185,94.11349945235487,-6.53815604885294,1,1
22,geoId/47037015405,19.0319305840213,28.94356005788712,9.055108323423076,42.52606312674261,0,0
23,geoId/47037012200,99.60142007710235,129.43437671609007,23.771428571428565,-81.8069498069498,0,0
24,geoId/47037015619,13.778641727763919,10.206561360874849,3.8105854405549784,-8.171057232685483,0,0
25,geoId/47037019500,67.41966980294693,69.88360814742968,36.19909502262444,-39.82525190321918,0,0
26,geoId/47037017902,66.16439954873763,26.86967113276492,14.242470492470499,313.0650277557494,0,0
27,geoId/47037018801,41.41121469163797,46.689761354888375,2.390002133593968,68.83636334691796,0,0
28,geoId/47037019106,8.641334502693706,16.265060240963855,18.62749505895443,43.05558359145044,0,0
29,geoId/47037010106,76.35168719279837,39.58611481975968,33.75619997667197,-13.33929990865741,0,0
30,geoId/47037015610,14.198311569228824,26.967285587975244,13.803853348009834,23.472965683223375,0,0
31,geoId/47037015614,20.52388476966087,29.84550561797753,-3.47744360902255,-19.253918923937587,0,0
32,geoId/47037015620,-10.884913516449155,31.874999999999996,14.63730416128299,-6.3107581299074305,0,0
33,geoId/47037017701,49.464953037846946,84.30605975984362,4.012710514823473,11.88193038772687,0,0
34,geoId/47037017000,57.150175773314245,89.69764837625979,17.401116456718942,-26.802762484858583,0,0
35,geoId/47037017800,26.11624326404927,55.97040026908846,5.449003399355258,22.10828507663721,0,0
36,geoId/47037018401,10.581614194090669,23.18760376314333,-0.46613634600041026,46.545300770273876,0,0
37,geoId/47037018405,7.716863138169219,30.07021891780256,9.117662012183988,-30.12734888275078,0,0
38,geoId/47037019115,11.937390837028081,17.18178796942506,17.830113956410585,-10.83174036724755,0,0
39,geoId/47037010105,17.101428286960772,31.505102040816325,-1.4001023568726572,-3.4741253361827367,0,0
40,geoId/47037011700,115.56779422348782,124.53555413196669,114.64888564027271,-11.483862922338384,0,0
41,geoId/47037013100,3.1365163887851684,32.59170174383644,22.52492877492875,24.756595886626833,0,0
42,geoId/47037014800,68.50562399571504,12.037037037037036,-21.224404162470623,-1.1198860841292886,1,0
43,geoId/47037018101,15.979926841802957,51.336573511543136,-4.792271658605744,0.3173183066992556,0,0
44,geoId/47037014400,137.03271028037383,NaN,144.0179778396553,-9.617626861416236,0,0
45,geoId/47037015609,35.75998327409576,35.66433566433567,37.49742364624321,55.416489895813584,0,0
46,geoId/47037017200,48.26758913128383,92.56572982774252,67.91843576954257,-55.634736671877526,1,1
47,geoId/47037018500,24.20528845085858,15.89115325715632,11.124506593323833,64.41124300723155,0,0
48,geoId/47037011001,63.83641822811752,17.191977077363894,-17.180002415697636,-4.002192145362215,1,0
49,geoId/47037015631,36.06805293005671,35.60350640593391,-17.565788302785645,17.70615710995517,0,0
50,geoId/47037016700,24.0508949094197,32.59657889679031,13.784809411930462,-33.3358760124732,0,0
51,geoId/47037015200,48.02771740299985,24.962518740629687,52.008344650214276,246.57365516957546,0,0
52,geoId/47037018408,7.360887847496572,25.202652910832718,-6.593037370276038,66.82220889954702,0,0
53,geoId/47037018409,22.255209396396562,28.751431844215347,7.197286905990184,30.922957070810615,0,0
54,geoId/47037019114,15.193222581219631,27.232142857142854,-5.772429090814883,11.899245111487039,0,0
55,geoId/47037019118,55.33213146581611,21.98774676650783,29.805834270098536,-5.282993848057571,0,0
56,geoId/47037019005,15.596572679575738,47.71784232365145,-32.340726570635304,-8.211713211476633,1,0
57,geoId/47037019111,13.293954467189591,25.59280457890433,36.5548331976806,-23.012008125721824,0,0
58,geoId/47037019112,30.889064577568547,37.36192332683561,28.110766717444925,-8.103790662180485,0,0
59,geoId/47037010201,3.1522435108112106,10.887512899896802,11.043604633824861,18.257535211884303,0,0
60,geoId/47037010302,32.38010211198839,25.495376486129455,178.97271268057787,31.746263367451178,0,0
61,geoId/47037010602,22.016007136308446,29.19831223628692,77.03350604490501,21.9508238276299,0,0
62,geoId/47037011900,82.54075844600621,122.49388753056235,198.71150588541897,-15.408349802371557,1,1
63,geoId/47037015404,20.58891902363425,22.812051649928264,31.058197451640083,24.69913869913872,0,0
64,geoId/47037018202,7.766699152860035,48.46096096096096,-5.651058368821784,59.69648785933095,0,0
65,geoId/47037018407,4.308561974355439,20.06433453960595,10.88362972566778,-20.99260030519593,0,0
66,geoId/47037019004,35.93011115887736,5.555555555555555,111.65523715947023,14.258895238345618,1,0
67,geoId/47037010903,11.175890719616955,22.346850733390855,0.9874347645938802,3.4674971381280484,1,0
68,geoId/47037015401,16.548760762657867,25.243832472748135,43.5809728197011,85.22457952891988,0,0
69,geoId/47037015501,16.04205036938932,89.76083707025411,26.031024710012556,17.978685119907027,0,0
70,geoId/47037015802,73.28675211697745,48.80677444187837,41.950853150911186,9.858641194924376,1,0
71,geoId/47037018102,18.33253695900844,27.926695842450766,23.785307580268693,69.85048048877835,0,0
72,geoId/47037019110,37.39669910729086,16.085106382978722,54.2071982360521,-58.334237419853,0,0
73,geoId/47037010502,15.665816375457911,20.841959972394754,37.94381401847144,14.628404627656183,0,0
74,geoId/47037011400,67.09488763306611,100.60240963855422,66.83019425139928,-11.887120161894284,1,1
75,geoId/47037012801,-5.099260412611911,27.531645569620256,39.62656785971903,-0.6007939062332266,1,0
76,geoId/47037019109,10.176260271394819,29.946524064171122,16.073725038323428,-28.140050386612543,0,0
77,geoId/47037019400,241.4087109916418,77.65640516385302,74.38820667284523,-41.87803377773023,0,0
78,geoId/47037019200,30.257250766051452,107.17234262125903,24.074608673338467,5.351316397228636,0,0
79,geoId/47037010601,59.154717737892305,26.179401993355484,7.216970665246528,60.4649281682463,0,0
80,geoId/47037013800,75.06388514612276,66.85205784204672,62.71894179301067,-6.702083319169805,1,1
81,geoId/47037015300,37.30565795800609,26.236979166666668,9.576751319219413,25.764871858545952,0,0
82,geoId/47037015627,27.82275244993609,14.871116986120292,0.6202549279097324,-15.706553590512632,0,0
83,geoId/47037018201,32.89332367560007,27.954479136270795,5.347056855529098,9.080570456693543,0,0
84,geoId/47037010801,36.98428290766208,18.894389438943897,-2.141980969453566,-7.305186840884151,1,0
85,geoId/47037011002,11.121992477019297,54.81927710843374,28.22992258770553,-4.459604788380326,0,0
86,geoId/47037011500,26.91511387163561,91.57894736842105,138.01600793025213,-40.562164447914874,0,0
87,geoId/47037012100,128.91188460332393,109.86725663716814,69.21065455885324,-43.80623730125454,0,0
88,geoId/47037013202,44.01703683881902,104.70366886171215,185.95623661044215,-22.836154689650805,0,0
89,geoId/47037013602,NaN,197.09020368574198,-38.47355750067761,2.8670190063178778,1,0
90,geoId/47037018601,16.6156202143951,32.89561838402787,10.089318777247925,-24.778492759043765,0,0
91,geoId/47037013201,18.137817698836137,59.11864406779661,12.325230948502238,-28.251170705539092,0,0
92,geoId/47037015618,-1.4318850108669845,31.954887218045116,-1.8593437836176347,-7.912701747496474,0,0
93,geoId/47037018804,23.966695217417286,20.736614051377284,13.258342162136499,23.007625459055692,0,0
94,geoId/47037010303,14.04321981158394,20.70744288872513,16.55402761840492,26.475284933989258,0,0
95,geoId/47037015612,27.24600985667134,13.390313390313391,13.200016030055961,13.08993329935728,0,0
96,geoId/47037015626,39.835860342189456,30.4654442877292,-27.87112460981154,-20.733203669100288,0,0
97,geoId/47037016900,18.650474601898406,28.43472317156528,-1.603880173363092,23.723487824037708,0,0
98,geoId/47037018410,25.465945945945943,31.47735708982925,4.786674295051043,43.13007038447893,0,0
99,geoId/47037019116,25.2224,23.420713364847444,-12.68150521697296,-12.508471283568893,0,0
100,geoId/47037012701,19.896556712962962,22.789115646258505,-2.6904276007171846,-9.136985901408403,1,0
101,geoId/47037013500,110.39580209895053,72.43681449690034,109.72590251394965,-36.975857687420586,0,0
102,geoId/47037013700,28.755859219829983,128.1761006289308,176.49984582176998,-10.92082656316429,1,1
103,geoId/47037018404,46.612046492483195,16.24007060900265,2.3030562358414146,211.5436221609039,0,0
104,geoId/47037019108,12.7123496850544,35.625,42.25050202872605,-43.86269780643399,1,0
105,geoId/47037013900,54.34239300218682,61.66505324298161,34.630488559060005,-8.417912619593292,1,0
106,geoId/47037017100,49.28401391686504,92.01183431952663,66.67271606629231,-66.03461277430058,0,0
107,geoId/47037015900,-5.118090066089452,54.07882676443629,-12.186901116269864,-11.795876622081094,1,0
108,geoId/47037017500,19.971563667625567,64.59074733096085,99.52004582944927,-32.00590598115678,1,1
109,geoId/47037018901,42.96765875147738,46.92982456140351,-7.25970246869739,-14.801207445315631,0,0
110,geoId/47037010901,44.91210637140085,28.262436914203313,36.562407632288334,27.697934472254325,0,0
111,geoId/47037012702,24.933288485256195,53.38616714697406,22.271706938962023,-4.431083053524972,0,0
112,geoId/47037014200,62.03022875816993,98.84135472370767,-1.060760803246921,-8.71231611198166,1,0
113,geoId/47037015624,17.163391666168945,16.3265306122449,33.86890411538299,5.553204418909232,0,0
114,geoId/47037019600,64.1527260601345,56.78919729932483,16.47185015144763,24.412314028452773,1,0
115,geoId/47037010904,-24.992822737567387,12.302284710017574,57.26437146962804,-4.741608693555673,1,0
116,geoId/47037011600,46.45987263973019,102.07869339272457,64.03730780008581,-24.209267040149403,0,0
117,geoId/47037013300,116.76142610334537,196.23931623931622,232.97923199287632,-59.435163262690914,1,1
118,geoId/47037016100,172.94390671874115,187.38819320214668,262.3567874911159,-23.260102034650362,1,1
119,geoId/47037019003,46.901352304437154,10.564784053156147,97.52376043764582,-11.089869401572924,0,0
120,geoId/47037010104,9.106205411226275,19.87987987987988,20.435097897026807,75.9981503084571,0,0
121,geoId/47037010501,102.7930174563591,44.41580756013745,45.8876373114876,53.83771482222313,1,0
122,geoId/47037012600,54.50920712220362,154.31993156544056,165.85435563114135,-17.971889767433677,1,1
123,geoId/47037015804,40.165232785663264,29.896907216494846,34.289235757831435,0.6444694623166648,1,0
124,geoId/47037018000,31.551479289940826,24.242424242424242,10.138511123827652,-46.6249753379862,0,0
125,geoId/47037018902,11.015812089199885,44.869312681510166,15.09116772274667,-10.256898088756499,0,0
126,geoId/47037010701,33.0063651179238,45.52238805970149,87.42890135080289,19.852987981770653,1,0
127,geoId/47037016600,39.88862169345652,42.42788461538461,13.076784674486843,-13.953450058280104,0,0
128,geoId/47037016800,14.425247100941707,52.79329608938548,7.788153661285785,53.799924383034316,0,0
129,geoId/47037017300,60.81237351835791,73.61376673040154,271.14493610675436,-39.47775447746182,1,1
130,geoId/47037018301,47.34301142193887,35.189873417721515,30.98648752095371,26.12925964270766,0,0
131,geoId/47037017401,34.37057991513437,50.76370170709793,138.46303501945528,-45.3158858221596,1,0
132,geoId/47037019105,38.75116803166053,51.75658720200753,-1.6164384750768757,9.254787036785785,0,0
133,geoId/47037010202,44.97956478515409,52.265542676501575,91.77666088712331,111.71981279785076,0,0
134,geoId/47037011200,33.4763692711127,78.23567289117837,45.99313962544743,-22.123051427906283,0,0
135,geoId/47037015402,55.63837621906313,37.76792313377679,166.23627228118823,-2.089692097852612,0,0
136,geoId/47037015625,3.902187816668605,16.97054698457223,-23.302200576266547,-2.386209752768652,0,0
137,geoId/47037016200,58.91228070175438,134.08104196816208,35.46393737727973,-12.947150310234365,0,0
138,geoId/47037019117,0.8378361969522191,20.763598326359833,-10.76321136226572,-22.695266577233568,0,0
139,geoId/47037010103,-13.334729683110739,19.81082501313715,-19.661868146382716,-82.01321773370726,0,0
140,geoId/47037015629,28.338947668074205,77.66129032258064,83.21852111687947,-14.151544087448611,0,0
141,geoId/47037017702,31.060513967567044,56.568144499178985,1.2399164938172471,-15.705930325471815,0,0
142,geoId/47037017901,5.534972613416757,50.993377483443716,10.66560305794342,41.66422097539923,0,0
143,geoId/47037018904,94.17321836165357,40.33783783783784,74.48823798457992,-12.722890714727436,0,0
144,geoId/47037016400,51.40717789827007,84.21581769436997,-6.449188587596116,-4.929672182185196,0,0
145,geoId/47037010301,3.692903792765983,19.591346153846153,2.2683488619802583,133.3152820136261,0,0
146,geoId/47037010802,-5.284801450895211,32.28295819935691,5.303046572240155,16.836522043977585,0,0
147,geoId/47037011300,52.27864148929072,64.30622009569377,262.8036976471353,-21.120662680241026,1,1
148,geoId/47037014300,26.39321378717921,22.388059701492537,57.81637717121589,-13.598181424550765,1,0
149,geoId/47037015502,18.694979323642084,44.312393887945674,99.21562566411004,31.894702709542717,0,0
150,geoId/47037015100,34.72847917267704,18.59903381642512,60.44283594947855,-45.65092102596162,0,0
151,geoId/47037015628,55.003808073115,11.633281972265024,-27.327722977167685,-4.871731309894499,1,0
152,geoId/47037019006,59.595892237930116,41.440677966101696,27.46942068078721,1.3334275130281772,1,0
153,geoId/47037019300,21.506382978723405,38.10699588477367,-0.7194532422070301,-1.1168398162489168,0,0
154,geoId/47037012802,8.868282186587427,72.91897891231964,36.90593180722759,0.19186137110780935,1,0
155,geoId/47037015615,26.688174435421068,15.957446808510639,46.354969973885154,-46.39530784727546,1,0
156,geoId/47037015630,-6.535883603073402,17.248189598420012,35.14874966678222,8.541574194616587,0,0